abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Xuejun Zhou', 'Shaorong Wang', 'Layuan Li', 'Bencan Gong']",10.1109/cccm.2008.99,,,2008,Multihop Routing Protocol with Unequal Clustering for Wireless Sensor Networks,,,,Science
,"['Purav Shah', 'Alfredo Navarra', 'Leonardo', 'Mostarda', 'Ravi', 'Luchmun', 'Enver', 'Ever']",10.5220/0003804001850193,,,2012,UHEED - An Unequal Clustering Algorithm for Wireless Sensor Networks,,,,Science
,"['Ping Liang', 'Qingrui Li', 'Tao Liu']",10.1016/j.comcom.2012.06.013,,10,2012,An energy-balancing clustering approach for gradient-based routing in wireless sensor networks,,,,Science
,"['X Li', 'Z Zhao', 'L Li', 'J Qian', 'P Ren']",10.1109/icgec.2010.30,,,2010,Unequal clustering scheme based leach for wireless sensor networks,,,,Science
,"['Xin Gu', 'Qiang Guo', 'Gang Wang', 'Yingying Qi', 'Jiguo Yu']",10.1155/2011/202145,,1,2011,An Energy-Aware Distributed Unequal Clustering Protocol for Wireless Sensor Networks,,,,Science
,"['C Kim', 'Y Song', 'B Park', 'H Choe', 'S Lee']",10.1007/s11277-009-9842-9,,,2011,Luca: an energy-efficient unequal clustering algorithm using location information for wireless sensor networks,,,,Science
,"['Rahim Tafazolli', 'Klaus Moessner', 'Serdar Vural', 'Yichao Jin', 'Dali Wei']",10.1109/twc.2011.092011.110717,,11,2011,An Energy-Efficient Clustering Solution for Wireless Sensor Networks,,,,Science
,"['D Zhang', 'J Yang']",10.3923/itj.2009.57.63,,1,2009,An Energy-Balancing Unequal Clustering Protocol for Wireless Sensor Networks,,,,Science
,"['S Kim', 'Y Lee', 'J Lee', 'S Lee', 'S Yoo', 'H Sin', 'J Lee', 'S Lee']",,,,2008,An energy-efficient distributed unequal clustering protocol for wireless sensor networks,,,,Science
,"['Myong-Soon Park', 'Dong-Sub Kim', 'Wen-Cheng Yang', 'Sajjad Hussain Chauhdary', 'Jung-Hwan Kim']",10.1109/waina.2008.116,,,2008,PRODUCE: A Probability-Driven Unequal Clustering Mechanism for Wireless Sensor Networks,,,,Science
,"['Ze-Ping Chen', 'Sheng-Shih Wang']",10.1109/jsen.2012.2225423,,2,2013,LCM: A Link-Aware Clustering Mechanism for Energy-Efficient Routing in Wireless Sensor Networks,,,,Science
,"['Y Qi', 'Hlw Liao']",10.1109/jsen.2012.2227704,,,2013,Load-balanced clustering algorithm with distributed selforganization for wireless sensor networks,,,,Science
,"['Jiuyang W Tang', 'Daquan W Tang', 'Weidong Xiao', 'Weiming Zhang', 'Jun Yuea']",10.1016/j.proeng.2012.01.253,,,2012,Energy Efficient and Balanced Cluster-Based Data Aggregation Algorithm for Wireless Sensor Networks,,,,Science
,"['Y P Singh', 'C K Ho', 'D P Dahnil']",10.1049/iet-wss.2012.0034,,12,2012,Topology-controlled adaptive clustering for uniformity and increased lifetime in wireless sensor networks,,,,Science
,"['J Li', 'L Shen', 'S Deng']",10.1049/iet-wss.2010.0084,,3,2011,Mobility-based clustering protocol for wireless sensor networks with mobile nodes,,,,Science
,"['Ken-Ichi Kitayama', 'Shinsuke Hara', 'Shigeru Fukunaga', 'Kiyoshi Fukui', 'Jumpei Taketsugu', 'Kentaro Yanagihara']",10.1007/s11277-006-9199-2,,8,2006,EACLE : Energy-Aware Clustering Scheme with Transmission Power Control for Sensor Networks,,,,Science
,"['Aniket Malvankar', 'Kin K Leung', 'Ming Yu']",10.1109/twc.2007.06003,,8,2007,A dynamic clustering and energy efficient routing technique for sensor networks,,,,Science
,"['A O Fapojuwo', 'R I Bhasin', 'D C F Ma', 'S D Muruganathan']",10.1109/mcom.2005.1404592,,3,2005,A centralized energy-efficient routing protocol for wireless sensor networks,,,,Science
,Z Wei,10.1007/s11741-011-0712-1,,,2011,Energy efficient clustering algorithm based on neighbors for wireless sensor networks,,,,Science
,"['Moustafa Ghanem', 'Xiangchuan Tian', 'Yike Guo', 'Yajie Ma']",10.1109/jsen.2010.2056916,,3,2011,Distributed Clustering-Based Aggregation Algorithm for Spatial Correlated Sensor Networks,,,,Science
,"['A Savvides', 'R Virrankoski']",10.1109/mahss.2005.1542850,,,,TASC: topology adaptive spatial clustering for sensor networks,,,,Science
,"['Xiaozong Yang', 'Yoohwan Kim', 'Ling Wang', 'Yan Jin']",10.1016/j.comnet.2007.10.005,,2,2008,EEMC: An energy-efficient multi-level clustering algorithm for large-scale wireless sensor networks,,,,Science
,"['A William', 'Sethares', 'Chih-Yu Wen']",10.1109/jsen.2013.2249659,,,2013,Distributed clustering with directional antennas for wireless sensor networks,,,,Science
,"['William A Sethares', 'Chih-Yu Wen']",10.1155/wcn.2005.686,,12,2005,Automatic Decentralized Clustering for Wireless Sensor Networks,,,,Science
,"['J Wu', 'H Huang']",10.1109/vetecf.2005.1558414,,,2005,A probabilistic clustering algorithm in wireless sensor networks,,,,Science
,"['E J Coyle', 'Seema Bandyopadhyay']",10.1109/infcom.2003.1209194,,,,An energy efficient hierarchical clustering algorithm for wireless sensor networks,,,,Science
,"['D Coore', 'R Nagpal']",10.1109/icpads.1998.741007,,,1998,Proceedings 1998 International Conference on Parallel and Distributed Systems (Cat. No.98TB100250),,,,Science
,"['Nguyen Thinh', 'H Kang Sang']",10.1109/lcomm.2012.073112.120450,,,2012,Distance based thresholds for cluster head selection in wireless sensor networks,,,,Science
,"['S Sinnappan', 'S Selvakennedy']",10.1080/15501320601067725,,2,2007,An Adaptive Data Dissemination Strategy for Wireless Sensor Networks,,,,Science
,"['B Lee', 'H Kim', 'I Lee', 'H Lee', 'J Yun', 'T Kang']",10.5555/1353572.1353596,,,2007,A clustering method for energy efficient routing in wireless sensor networks,,,,Science
,"['Hee Yong Youn', 'Kyung Tae Kim']",10.1007/11596042_112,,,2005,Energy-Driven Adaptive Clustering Hierarchy (EDACH) for Wireless Sensor Networks,,,,Science
,"['G Chen', 'M Ye', 'C Li']",10.4028/www.scientific.net/amr.186.225,,,2005,An energy-efficient unequal clustering mechanism for wireless sensor networks,,,,Science
,"['S Marano', 'G Morabito', 'V Loscri']",10.1109/vetecf.2005.1558418,,,,A two-levels hierarchy for low-energy adaptive clustering hierarchy (TL-LEACH),,,,Science
,"['A Bestavros', 'I Matta', 'G Smaragdakis']",,,,2004,SEP: A Stable Election Protocol for clustered heterogeneous wireless sensor networks,,,,Science
,"['D Timmermann', 'M Haase', 'M J Handy']",10.1109/mwcn.2002.1045790,,,,Low energy adaptive clustering hierarchy with deterministic cluster-head selection,,,,Science
,"['Tai-Myoung Chung', 'Young-Ju Han', 'Sung-Min Jung']",10.1109/icact.2007.358351,,2,2007,The Concentric Clustering Scheme for Efficient Energy Consumption in the PEGASIS,,,,Science
,"['D P Agrawal', 'A Manjeshwar']",10.1109/ipdps.2002.1016600,,,2002,APTEEN: a hybrid protocol for efficient routing and comprehensive information retrieval in wireless,,,,Science
,"['Jiman Hong', 'Yookun Cho', 'Junyoung Heo', 'Sangho Yi']",10.1016/j.comcom.2007.05.034,,10,2007,PEACH: Power-efficient and adaptive clustering hierarchy protocol for wireless sensor networks,,,,Science
,"['Ashok Agrawala', 'Moustafa Youssef', 'Mohamed Younis', 'Adel Youssef']",10.1109/glocom.2006.986,,11,2006,WSN16-5: Distributed Formation of Overlapping Multi-hop Clusters in Wireless Sensor Networks,,,,Science
,"['W B Heinzelman', 'S Soro']",10.1109/ipdps.2005.365,,,,Prolonging the Lifetime of Wireless Sensor Networks via Prolonging the Lifetime of Wireless Sensor Networks via,,,,Science
,"['S Sampalli', 'D Riordan', 'I Gupta']",10.1109/cnsr.2005.27,,,,Cluster-Head Election Using Fuzzy Logic for Wireless Sensor Networks,,,,Science
,"['Aslihan Celik', 'Joanne Holliday', 'Ping Ding']",10.1007/11502593_25,,,2005,Distributed Energy-Efficient Hierarchical Clustering for Wireless Sensor Networks,,,,Science
,"['S Fahmy', 'O Younis']",10.1109/infcom.2004.1354534,,,,"Distributed clustering in ad-hoc sensor networks: a hybrid, energy-efficient approach",,,,Science
,"['V Kulathumani', 'V Mittal', 'A Arora', 'M Demirbas']",10.1109/broadnets.2004.30,,,,Design and analysis of a fast local clustering service for wireless sensor networks,,,,Science
,"['Adrian Perrig', 'Haowen Chan']",10.1007/978-3-540-24606-0_11,,,2004,ACE: An Emergent Algorithm for Highly Uniform Cluster Formation,,,,Science
,"['Anish Arora', 'Hongwei Zhang']",10.1016/s1389-1286(03)00354-2,,11,2003,GS3: scalable self-configuration and self-healing in wireless sensor networks,,,,Science
,"['C S Raghavendra', 'S Lindsey']",10.1109/aero.2002.1035242,,,2002,PEGASIS: power efficient gathering in sensor informa- tion systems,,,,Science
,"['S Khuller', 'S Banerjee']",10.1109/infcom.2001.916296,,,,A clustering scheme for hierarchical control in multi-hop wireless networks,,,,Science
,"['D P Agrawal', 'A Manjeshwar']",10.1109/ipdps.2001.925197,,,,TEEN: a routing protocol for enhanced efficiency in wireless sensor networks,,,,Science
,"['H Balakrishnan', 'A P Chandrakasan', 'W B Heinzelman']",10.1109/twc.2002.804190,,10,2002,An application-specific protocol architecture for wireless microsensor networks,,,,Science
,"['H Balakrishnan', 'A P Chandrakasan', 'W R Heinzelman']",10.1109/hicss.2000.926982,,,,Energy-efficient communication protocol for wireless microsensor networks,,,,Science
,"['Pierre-Marie M Badot', 'Grégorio Crini']",10.1016/j.progpolymsci.2007.11.001,,4,2008,"Application of chitosan, a natural aminopolysaccharide, for dye removal from aqueous solutions by adsorption processes using batch studies: A review of recent literature",,,,Science
,"['T A Kurniawan', 'S Babel']",10.1016/s0304-3894(02)00263-7,,2,2003,Low-cost adsorbents for heavy metals uptake from contaminated water: a review,,,,Science
,"['Wen Po Cheng', 'Fung Hwa Chi']",10.1007/s10924-006-0027-2,,8,2006,Use of Chitosan as Coagulant to Treat Wastewater from Milk Processing Plant,,,,Science
,"['S M Hudson', 'A G Elhendawy', 'M Elbendary', 'K Eltahlawy']",10.1016/j.carbpol.2005.02.019,,6,2005,The antimicrobial activity of cotton fabrics treated with different crosslinking agents and chitosan,,,,Science
,"['N J Andrade', 'C Wobeto', 'M Carvalho', 'J Teixeira', 'S Benevides', 'N F F Soares', 'A M Durango']",10.1002/pts.713,,1,2006,Development and evaluation of an edible antimicrobial film based on yam starch and chitosan,,,,Science
,"['Elliot T Ryser', 'Zeynep Ustunol', 'Arzu Cagri']",10.4315/0362-028x-67.4.833,,4,2004,Antimicrobial Edible Films and Coatings,,,,Science
,"['S Roller', 'J Rhoades']",10.1128/aem.66.1.80-86.2000,,,2000,Antimicrobial actions of degraded and native chitosan against spoilage organisms in laboratory media and foods,,,,Science
,S Hirano,10.1016/s1387-2656(08)70012-7,,,1996,Chitin Biotechnology Applications,,,,Science
,"['R A ', 'B Sikora', 'D Kopp-Holtwiesche', 'J Bell', 'Hallmann Mulawarman']",,,,2001,Effects of natural products on soil organisms and plant health enhancement,,,,Science
,"['Tadashi Mizoguchi', 'Kiyohito Yagi', 'Nobuya Kurikawa', 'Yumiko Nakashima', 'Nobuyasu Michibayashi', 'Masaya Kawase']",10.1248/bpb.20.708,,,1997,Application of Glutaraldehyde-Crosslinked Chitosan as a Scaffold for Hepatocyte Attachment.,,,,Science
,"['Philip S Stewart', 'William M Davison', 'Reed Taffs', 'Ross P Carlson']",10.1163/156856208784909372,,1,2008,Anti-biofilm properties of chitosan-coated surfaces,,,,Science
,S Suzuki,,,,2000,"Biological effects of chitin, chitosan, and their oligosaccharides",,,,Science
,"['Masuko Suzuki', 'Shigeo Suzuki', 'Makiko Kobayashi', 'Yoshio Okawa']",10.1248/bpb.26.902,,,2003,"Comparative Study of Protective Effects of Chitin, Chitosan, and N-Acetyl Chitohexaose against Pseudomonas aeruginosa and Listeria monocytogenes Infections in Mice",,,,Science
,"['M Brecx', 'I Wiech', 'R Weiger', 'C Von Ohle', 'E-M Decker']",10.1111/j.1600-0765.2005.00817.x,,10,2005,A synergistic chlorhexidine/chitosan combination for improved antiplaque strategies,,,,Science
,M N V Kumar,,,,2000,A review of chitin and chitosan applications,,,,Science
,"['J Y Hao', 'Y H Tsai', 'Y B Huang', 'J Y Schoung', 'S S Shyu', 'Y B Wu', 'F L Mi']",10.1002/jbm.1260,,,2002,Control of wound infections using a bilayer chitosan wound dressing with sustainable antibiotic delivery,,,,Science
,"['Michio Hashimoto', 'Fahmida Afros', 'Ali Ahmed Shams', 'Yearul Kabir', 'Azizur Rahman', 'Shahdat Hossain']",10.1111/j.1440-1681.2007.04568.x,,3,2007,EFFECTS OF SHRIMP (MACROBRACIUM ROSENBERGII)-DERIVED CHITOSAN ON PLASMA LIPID PROFILE AND LIVER LIPID PEROXIDE LEVELS IN NORMO- AND HYPERCHOLESTEROLAEMIC RATS,,,,Science
,"['Saburo Minami', 'Yoshihiro Shigemasa']",10.1080/02648725.1996.10647935,,12,1996,Applications of Chitin and Chitosan for Biomaterials,,,,Science
,"['W Gerald Rainer', 'Norris D Johnson', 'Ray D Gaines', 'Herbert J Quigley', 'William G Malette']",10.1016/s0003-4975(10)60649-2,,7,1983,Chitosan: A New Hemostatic,,,,Science
,"['S.-K Kim', 'C.-B Ahn', 'W.-K Jung', 'J.-Y Je', 'P.-J Park']",10.1007/s00217-004-0977-3,,,2004,Anticoagulant activity of heterochitosans and their oligosaccharide sulfates,,,,Science
,"['Midori Hirai', 'Seigo Iwakawa', 'Keiko Yagi', 'Masumi Hasegawa']",10.1111/j.1349-7006.2001.tb01116.x,,4,2001,Chitosan Induces Apoptosis via Caspase-3 Activation in Bladder Tumor Cells,,,,Science
,"['Qing Liu', 'Peixin X Xu', 'Wenming M Xie']",10.1016/s0960-894x(01)00285-2,,7,2001,Antioxidant activity of water-soluble chitosan derivatives,,,,Science
,"['Woon-Seob S Shin', 'Sang-Yeop Y Yi', 'Jong-Whan W Choi', 'Yoon-Sun S Park', 'Hyean-Woo W Lee']",10.1248/bpb.26.1100,,,2003,Antidiabetic Effects of Chitosan Oligosaccharides in Neonatal Streptozotocin-Induced Noninsulin-Dependent Diabetes Mellitus in Rats,,,,Science
,"['Suseela Mathew', 'P G Viswanathan Nair', 'R Anandan']",10.1211/0022357023079,,2,2004,Anti-ulcerogenic effect of chitin and chitosan on mucosal antioxidant defence system in HCl-ethanol-induced ulcer in rats,,,,Science
,"['R Wachter', 'V Hörner', 'W Pittermann']",,,,1997,Efficiency of high molecular weight chitosan in skin care applications,,,,Science
,"['U Griesbach', 'M Hohle']",,,,1999,Chitosan: a deodorizing component,,,,Science
,"['Françoise M Winnik', 'Marcio José Tiera', 'Julio C Fernandes']",10.1021/bk-2006-0934.ch009,,6,2006,Chitosan Nanoparticles for Non-Viral Gene Therapy,,,,Science
,A Bernkop-Schnürch,10.1016/s0378-5173(99)00365-8,,1,2000,Chitosan and its derivatives: potential excipients for peroral peptide delivery systems,,,,Science
,"['H E Junginger', 'G Borchard', 'A C Van Aelst', 'J C Verhoef', 'I M Van Der Lubben']",10.1016/s0142-9612(00)00231-3,,4,2001,"Chitosan microparticles for oral vaccination: preparation, characterization and preliminary in vivo uptake studies in murine Peyer's patches",,,,Science
,"['S S Davis', 'A N Fisher', 'M Hinchcliffe', 'I Jabbal-Gill', 'L Illum']",10.1016/s0169-409x(01)00171-5,,9,2001,Chitosan as a novel nasal delivery system for vaccines,,,,Science
,"['Peter F M Choong', 'Crispin R Dass']",10.1080/02652040801970461,,1,2008,The use of chitosan formulations in cancer therapy,,,,Science
,"['T Fujita', 'N Okada', 'H Tozaki', 'A Yamamoto']",,,,2000,Colon-specific delivery of peptide drugs and antiinflammatory drugs using chitosan capsules,,,,Science
,"['Mian Zhang', 'Xianxi X Guo', 'Wen He']",10.1016/j.ijpharm.2007.12.050,,5,2008,Transdermal permeation enhancement of N-trimethyl chitosan for testosterone,,,,Science
,"['R Gurny', 'P Buri', 'P Baehni', 'A Carrel', 'O Felt']",10.1089/jop.2000.16.261,,6,2000,Chitosan as Tear Substitute: A Wetting Agent Endowed with Antimicrobial Efficacy,,,,Science
,"['Mario Bastos Lima', 'Ronaldo F Nascimento', 'Danilo C Queiroz', 'Francisco S Dias']",10.1590/s0100-40422008000100028,,,2008,Um sistema simples para preparação de microesferas de quitosana,,,,Science
,"['S Shimabayashi', 'Y Kawashima', 'T Hino']",10.1016/s0169-409x(00)00098-3,,12,2000,Basic study for stabilization of w/o/w emulsion and its application to transcatheter arterial embolization therapy,,,,Science
,"['Lee-Yong Y Lim', 'Eugene Khor', 'Xiao-Liang L Yan']",10.1002/jbm.1029,,,2001,Chitosan-alginate films prepared with chitosans of different molecular weights,,,,Science
,"['S Kawashima', 'Y Murata', 'I Sugiyama', 'M Nishimura', 'Y Togan', 'K Watanabe', 'C J Qian', 'H Akamine', 'K Kofuji']",10.1016/j.ijpharm.2003.11.036,,3,2004,Therapeutic efficacy of sustained drug release from chitosan gel on local inflammation,,,,Science
,"['E Khor', 'L Y Lim', 'S Puttipipatkhachorn', 'S Limmatvapirat', 'P Sriamornsak', 'M Laungtana-Anan', 'J Nunthanid']",10.1016/j.jconrel.2004.06.008,,9,2004,Characterization of chitosan acetate as a binder for sustained release tablets,,,,Science
,"['James L Van Etten', 'Yen Ye', 'James R Gurnon', 'Byron Adams', 'Liangwu W Sun']",10.1006/viro.1999.9958,,10,1999,Characterization of Two Chitinase Genes and One Chitosanase Gene Encoded by Chlorella Virus PBCV-1,,,,Science
,"['D E Eveleigh', 'D M Fenton']",10.1099/00221287-126-1-151,,9,1981,Purification and Mode of Action of a Chitosanase from Penicillium islandicum,,,,Science
,"['Mitsuo Okazaki', 'Masahiro Nogawa', 'Xiao-Yong Zhang', 'Masanori Kumehara', 'Makoto Shimosaka']",10.1016/s0922-338x(97)86977-2,,1,1996,Cloning and characterization of a chitosanase gene from the plant pathogenic fungus Fusarium solani,,,,Science
,"['Yaw-Kuen K Li', 'Chih Yu Cheng']",10.1042/ba20000063,,12,2000,An Aspergillus chitosanase with potential for large-scale preparation of chitosan oligosaccharides,,,,Science
,"['Hideyoshi Toyoda', 'Teruo Nonomura', 'Koji Kakutani', 'Takeshi Shinogi', 'Yuichiro Iida', 'Yoshinori Matsuda']",10.1007/pl00013039,,11,2001,In Vitro Suppression of Mycelial Growth of Fusarium oxysporum by Extracellular Chitosanase of Sphingobacterium multivorum and Cloning of the Chitosanase Gene csnSM1,,,,Science
,"['Yojiro Koba', 'Masashi Nishiyama', 'Takamasa Kubo', 'Jun Hosokawa', 'Kazutoshi Yoshihara']",10.1271/bbb.56.972,,1,1992,Purification and Properties of a Chitosanase fromPseudomonassp. H-14,,,,Science
,"['F Gutierrez-Corona', 'M Pedraza-Reyes']",10.1007/s002030050505,,,1997,The bifunctional enzyme chitosanase-cellulase produced by the gram-negative microorganism Myxobacter sp. AL-1 is highly similar to Bacillus subtilis endoglucanases,,,,Science
,"['Makoto Kawamukai', 'Hideyuki Matsuda', 'Katsunori Tanaka', 'Yukari Ohta', 'Masako Kurita', 'Kazutaka Shigeru', 'Nobuhisa Ochiai', 'Kumiko Shimono', 'Jae Kweon Park']",10.1128/jb.181.21.6642-6649.1999,,,1999,"Purification, Characterization, and Gene Analysis of a Chitosanase (ChoA) from Matsuebacter chitosanotabidus3001",,,,Science
,"['Hideyuki Matsuda', 'Makoto Kawamukai', 'Tsuyoshi Nakagawa', 'Yukari Ohta', 'Isami Hayashi', 'Yukikazu Yamasaki']",10.1271/bbb.57.444,,1,1993,Purification and Mode of Action of Chitosanolytic Enzyme fromEnterobactersp. G-1,,,,Science
,"['M Okazaki', 'R Kodaira', 'N-J J He', 'X-Y Y Zhang', 'Y Fukumori', 'M Shimosaka']",10.1007/s002530000388,,9,2000,Molecular cloning and characterization of a chitosanase from the chitosanolytic bacterium Burkholderia gladioli strain CHB101,,,,Science
,"['M Okazaki', 'M Kumehara', 'X Y Wang', 'M Nogawa', 'M Shimosaka']",10.1128/aem.61.2.438-442.1995,,,1995,"Production of Two Chitosanases from a Chitosan-Assimilating Bacterium, Acinetobacter sp. Strain CHB101.",,,,Science
,A Ohtakara,10.1016/0076-6879(88)61067-6,,,1988,Chitosanase from Streptomyces griseus,,,,Science
,"['Masaru Mitsutomi', 'Tamo Fukamizo', 'Kazuko Morinaga', 'Toshiaki Tanabe']",10.1271/bbb.67.354,,1,2003,Novel Chitosanase fromStreptomyces griseusHUT 6037 with Transglycosylation Activity,,,,Science
,"['R Brzezinski', 'I Boucher', 'S Goto', 'Y Honda', 'T Fukamizo']",10.1042/bj3110377,,10,1995,Reaction mechanism of chitosanase from Streptomyces sp. N174,,,,Science
,"['Akira Taketo', 'Takashi Onodera', 'Yutaka Fujii', 'Ikkyu Yamamoto', 'Hideo Kusaoke', 'Hisashi Kimoto']",10.1074/jbc.m108660200,,2,2002,Biochemical and Genetic Properties ofPaenibacillusGlycosyl Hydrolase Having Chitosanase Activity and Discoidin Domain,,,,Science
,"['R Brzezinski', 'D Ramotar', 'W A Neugebauer', 'I Boucher', 'J-Y Masson']",10.1099/13500872-141-10-2629,,10,1995,A new chitosanase gene from a Nocardioides sp. is a third member of glycosyl hydrolase family 46,,,,Science
,"['Fumio Nanjo', 'Ayako Isobe', 'Ryosuke Katsumi', 'Kazuo Sakai']",10.1016/0167-4838(91)90025-u,,8,1991,Purification and hydrolytic action of a chitosanase from Nocardia orientalis,,,,Science
,"['Sachio Goto', 'Yasuo Ikeda', 'Takeshi Ohkawa', 'Tamo Fukamizo']",10.1016/0167-4838(94)90232-1,,4,1994,Specificity of chitosanase from Bacillus pumilus,,,,Science
,"['Akira Ohtakara', 'Masaru Mitsutomi', 'Hirokazu Kawagishi', 'Shin’ichi Nagae', 'Masato Izume']",10.1007/978-94-011-5942-5_39,,,1992,Action Pattern of Bacillus SP. No. 7-M Chitosanase on Partially N-Acetylated Chitosan,,,,Science
,"['Kunio Miki', 'Akikazu Ando', 'Yoshiho Nagata', 'Yoshiki Higuchi', 'Akiko Kita', 'Jun-Ichi Saito']",10.1074/jbc.274.43.30818,,10,1999,Crystal Structure of Chitosanase fromBacillus circulansMH-K1 at 1.6-Å Resolution and Its Substrate Recognition Mechanism,,,,Science
,"['Takaaki Fujii', 'Hirofumi Shinoyama', 'Akikazu Ando', 'Shoji Okajima']",10.1016/0922-338x(94)90142-2,,1,1994,Purification and characterization of an extracellular chitosanase produced by Amycolatopsis sp. CsO-2,,,,Science
,"['Randolph W Hall', 'Michael C Frick', 'Carlos F Daganzo', 'Lawrence D Burns', 'Dennis E Blumenfeld']",10.1287/inte.17.1.26,,2,1987,Reducing Logistics Costs at General Motors,,,,Science
,"['El-Houssaine Aghezzaf', 'Birger Raa']",10.1016/j.ejor.2007.09.032,,1,2009,A practical solution approach for the cyclic inventory routing problem,,,,Science
,"['El-Houssaine Aghezzaf', 'Birger Raa']",10.1016/j.ijpe.2006.08.023,,3,2008,Designing distribution patterns for long-term inventory routing with constant demand rates,,,,Science
,"['K Liu', 'K K Lai', 'Y Wu', 'J-A Li']",10.1016/j.ejor.2007.06.022,,,2008,Replenishment routing problems between a single supplier and multiple retailers with direct delivery,,,,Science
,"['Gilbert Laporte', 'Arne Løkketangen', 'Lars Magnus Hvattum']",10.1287/ijoc.1080.0291,,5,2009,Scenario Tree-Based Heuristics for Stochastic Inventory-Routing Problems,,,,Science
,"['Arne Løkketangen', 'Lars Magnus Hvattum']",10.1007/s10732-008-9076-0,,3,2008,Using scenario trees and progressive hedging for stochastic inventory routing problems,,,,Science
,"['Charles Sox', 'Malini Natarajarathinam', 'Jennifer Stacey']",10.1108/09600030710763396,,7,2007,"The storage constrained, inbound inventory routing problem",,,,Science
,"['Kamlesh Mathur', 'Jaeheon Jung']",10.1287/trsc.1060.0160,,2,2007,An Efficient Heuristic Algorithm for a Two-Echelon Joint Inventory and Routing Problem,,,,Science
,"['Xin Zhai', 'James E Ward', 'Leroy B Schwarz']",10.1287/msom.1060.0111,,7,2006,On the Interactions Between Routing and Inventory-Management Policies in a One-WarehouseN-Retailer Distribution System,,,,Science
,"['R C Oliveira', 'A L Custódio']",10.1080/13675560600649982,,6,2006,Redesigning distribution operations: a case study on integrating inventory management and vehicle routes design,,,,Science
,"['Hendrik Van Landeghem', 'Birger Raa', 'El-Houssaine Aghezzaf']",10.1016/j.ejor.2005.02.008,,3,2006,Modeling inventory routing problems in supply chains of high consumption products,,,,Science
,"['Martin W P Savelsbergh', 'Vijay S Nori', 'Anton J Kleywegt']",10.1287/trsc.1030.0041,,2,2004,Dynamic Programming Approximations for a Stochastic Inventory Routing Problem,,,,Science
,D Adelman,10.1287/opre.1040.0114,,8,2004,A Price-Directed Approach to Stochastic Inventory/Routing,,,,Science
,D Adelman,10.1287/msom.5.4.348.24884,,10,2003,Price-Directed Replenishment of Subsets: Methodology and Its Application to Inventory Routing,,,,Science
,"['Martin W P Savelsbergh', 'Vijay S Nori', 'Anton J Kleywegt']",10.1287/trsc.36.1.94.574,,2,2002,The Stochastic Inventory Routing Problem with Direct Deliveries,,,,Science
,"['Lawrence M Wein', 'Rodrigo Rubio', 'Martin I Reiman']",10.1287/trsc.33.4.361,,11,1999,Heavy Traffic Analysis of the Dynamic Stochastic Inventory-Routing Problem,,,,Science
,"['Paul Iyogun', 'James H Bookbinder', 'Wendy W Qu']",10.1016/s0377-2217(98)00301-4,,6,1999,An integrated inventory–transportation system with modified periodic policy for multiple products,,,,Science
,"['David Simchi-Levi', 'Lap Mui Ann Chan']",10.1287/mnsc.44.11.1562,,11,1998,Probabilistic Analyses and Algorithms for Three-Level Distribution Systems,,,,Science
,"['Kamlesh Mathur', 'S Viswanathan']",10.1287/mnsc.43.3.294,,3,1997,Integrating Routing and Inventory Decisions in One-Warehouse Multiretailer Multiproduct Distribution Systems,,,,Science
,"['Tianbing Qian', 'Philip C Jones']",10.1287/trsc.31.2.193,,5,1997,Fully Loaded Direct Shipping Strategy in One Warehouse/NRetailer Systems without Central Inventories,,,,Science
,"['Robin Roundy', 'Yale T Herer']",10.1287/opre.45.1.102,,2,1997,Heuristics for a One-Warehouse Multiretailer Distribution Problem with Performance Bounds,,,,Science
,"['Walter Ukovich', 'Maria Grazia Speranza', 'Luca Bertazzi']",10.1016/s0191-2615(96)00029-x,,8,1997,Minimization of logistic costs with given frequencies,,,,Science
,"['Y Bassok', 'D Barnes-Schuster']",10.1016/s0377-2217(96)00188-9,,,1997,Direct shipping and the dynamic single-depot/ multi-retailer inventory system,,,,Science
,"['David Simchi-Levi', 'Julien Bramel']",10.1287/opre.43.4.649,,8,1995,A Location Based Heuristic for General Routing Problems,,,,Science
,"['Walter Ukovich', 'Maria Grazia Speranza']",10.1287/opre.42.5.879,,10,1994,Minimizing Transportation and Inventory Costs for Several Products on a Single Link,,,,Science
,A S Minkoff,10.1287/opre.41.1.77,,2,1993,A Markov Decision Model and Decomposition Heuristic for Dynamic Vehicle Dispatching,,,,Science
,"['A Federgruen', 'S Anily']",10.1287/opre.41.1.37,,,1993,Two-echelon distribution systems with vehicle routing costs and central inventory,,,,Science
,"['David Simchi-Levi', 'Guillermo Gallego']",10.1287/mnsc.36.2.240,,2,1990,On the Effectiveness of Direct Shipping Strategy for the One-Warehouse Multi-Retailer R-Systems,,,,Science
,"['A Federgruen', 'S Anily']",10.1287/mnsc.36.1.92,,1,1990,One Warehouse Multiple Retailer Systems with Vehicle Routing Costs,,,,Science
,"['C F Daganzo', 'J D Diltz', 'L D Burns', 'D E Blumenfeld']",10.1016/0191-2615(85)90051-7,,,1985,"Analyzing trade-offs between transportation, inventory and production costs on freight networks",,,,Science
,"['C Feng', 'C Haoxun', 'Y Yugang']",10.1016/j.ejor.2007.02.061,,,2008,A new model and hybrid approach for large scale inventory routing problems,,,,Science
